name,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_lat,geo_epgs_4326_lon
Jardins de Magalí,427553.9961943073,4581849.695538634,41.38491336528375,2.1335326462367803
Casa Amatller,430201.6353074246,4582567.556090991,41.39161297296296,2.165112890687213
Barcelona - Casa Vídua Marfà,430135.1959184668,4582734.605447484,41.39311176171059,2.1642989926981406
El Born i la Ribera,431691.2909845866,4581803.040855168,41.38485510195776,2.1830157301046778
La Barceloneta,432195.9661977003,4581211.351731529,41.37956860884705,2.189117360481648
Sants i Hostafrancs,428303.302137008,4580785.738082859,41.37539782108393,2.1426193870999874
La Sagrera,,,,
La Vila Olímpica,432887.5882569475,4582294.214301772,41.38937966568577,2.197267885136565
El Fòrum,434953.1247181961,4584683.244402898,41.41106682138965,2.221714876463801
Federació Eix Comercial Sants-Les Corts,427628.796,4581276.181,41.37975467649532,2.1344956640830457
Parc de les Rieres d'Horta,429337.0377888212,4586957.856106121,41.43107919974659,2.154259435001784
Torre del Rellotge,427807.41998360056,4580671.479092709,41.37432440095194,2.1367036614916595
Palau de la Premsa,429243.3020662019,4580452.969529542,41.37248388332653,2.1538979761055
La Plaça del Sortidor,429934.8443392679,4580460.117603813,41.37260876412629,2.1621656959358955
Finca Sansalvador,428830.77998625406,4585615.556081257,41.418944974567545,2.148358843174665
Mercat de les Flors Centre de les Arts de Moviment,429523.35338845866,4580234.221723731,41.370538264069474,2.157271883570921
Casa Rosa Alemany,428841.1051575197,4584331.099606007,41.40737731100891,2.14863345725769
Casa Serès,429505.7537802725,4583954.025422355,41.404039707549934,2.156628602714139
Conjunt de Cases al Carrer Francisco Giner,429737.82864461245,4583384.411026244,41.39892971334762,2.1594708997786287
Cases Manuel Raventós,429118.7646008852,4583664.078169271,41.40139423653911,2.15203322023042
Edifici J. Artigas,429713.297861348,4583487.928011444,41.39985990968169,2.1591654567457805
Habitatge Classicista Providència 79,429740.7634013918,4584412.9129963145,41.40819331103935,2.159386623420811
Restaurant Casa Tejada,428282.16387734265,4582968.215780512,41.39505269147344,2.142108289092796
Club Esportiu Mediterrani *Instal·lació Josep Vallès,427284.61208968685,4580569.627974942,41.3733599989622,2.130464703418883
Associació Cultural El Raval El Lokal,430354.3341031626,4581215.765314061,41.37945106296261,2.167094592540177
World Trade Center,431622.3559652276,4580275.448752354,41.37109064113994,2.1823636757953957
Servei d'Esports de la Universitat de Barcelona,425149.6306603352,4581430.7111037765,41.38091965331625,2.1048310677132447
Casa Cama i Escurra,429537.9506013857,4583314.471666858,41.39828230438417,2.157088195204451
Casa Claudi Alsina,429029.341,4584283.75,41.40696749282559,2.150890882782789
Casa Eudald Obradors,428614.8002799133,4584688.836070136,41.410579233171234,2.1458839653210964
Casa Gaspar Galí,429439.1354596255,4583800.606904695,41.40265208001168,2.1558495685461287
Casa Manuel Colchero,429815.0406020541,4584786.2493715305,41.41156230116295,2.160231915914634
Casa Miquel Cal Millàs,429582.6670543468,4583852.329430172,41.4031305099263,2.157560504523872
Casa Pere Jaqués,429160.0639319971,4584935.706777832,41.41285094265032,2.152378393383484
Casa Ramos,428918.5734330148,4584198.510915229,41.4061899908628,2.149575785577088
Casa de les Altures,430338.6554891418,4584918.368191648,41.41279780128245,2.166481155557753
Teatre Grec,429622.02648506215,4579965.193371069,41.36812384413011,2.158482875531215
Parròquia de Santa Maria de Gràcia,429611.2808877261,4583319.852629642,41.39833719125325,2.1579647021625696
Club Tennis La Salut,429645.3882313865,4584874.290477904,41.41234042111287,2.15819198579813
Parc de Can Rigal,425390.9683537448,4581251.521906029,41.37932819241353,2.107739056786728
Torre d'Ignacio Portabella,427706.0380512149,4584945.725372515,41.41281169827557,2.134981213630846
El Jardí Vertical,428240.8485137519,4581866.687519304,41.38512796595029,2.141744623609296
Casa Hurtado,426123.7769112807,4582697.765954239,41.39242149167882,2.11632547019372
La Gran Via de Carles III,427094.671690074,4581708.214820577,41.38359761148749,2.128056674070894
La plaça de la Concòrdia,427435.2963089941,4582031.447739574,41.38653963624162,2.132091361234996
La Porta Sud de la Finca Güell,426330.5870844101,4581861.919154968,41.384912355918026,2.1189006112022293
Antic Dispensari Antituberculós,430198.9595010392,4581759.622974072,41.38433595216771,2.165173981341848
Jardinets de Salvador Espriu,429696.9670774616,4583212.972690021,41.39738205805117,2.159002039604903
Ca l'Estruc- Convent de les Germanes de l'Assumpció,432162.44827106217,4587426.033122995,41.43553951634989,2.1880199202730286
Botiga Casa Rusca,432264.2443708489,4586990.106390512,41.431621867432426,2.1892871049773523
La Mina Grott,424580.1866130809,4585253.282393681,41.41529444742222,2.0975454897320374
Cooperativa La Guardiola Familiar,432475.52834401216,4586871.01759309,41.43056706573951,2.191828973297836
Pavelló de Ràdio Barcelona al Parc d'Atraccions del Tibidabo,426409.4062931601,4586212.684406251,41.42410490506085,2.1193142250845742
Villa Esperanza,428659.28477609775,4585027.397778661,41.41363246951803,2.146376241035286
Colònia Bausili,428356.7721459906,4578302.711342341,41.35303880848997,2.1435520408982858
Carrer Avió Plus Ultra,426608.723007847,4583571.259539142,41.40033306045677,2.122019654847453
Bar Colòmbia,432282.250232084,4586811.096138333,41.43001110132735,2.1895226462085007
